join_s,sch_s,sch_r,adv_r,adv_s,data_r,data_s,dist_ch_to_bs,dist_to_ch,expaned_energy,rank,send_code,who_ch,is_target
1,0,1,9,0,0,120,0.0,9.10888,0.58733,4,3,110100,0
0,0,0,0,0,608,13,134.94822,0.0,1.05203,0,0,310100,0
1,0,1,5,0,0,76,0.0,19.80204,0.12852,12,5,204040,0
1,0,1,4,0,0,41,0.0,30.47628,0.23359,12,1,106100,0
1,0,1,9,0,0,85,0.0,12.29902,0.1426,6,9,104008,0
1,0,1,7,0,0,43,0.0,6.5328,0.06949,1,6,101016,0
1,0,1,4,0,0,48,0.0,33.60101,0.08421,23,2,105086,0
1,0,1,9,0,0,120,0.0,21.58258,0.20145,2,9,105042,0
1,0,1,4,0,0,27,0.0,26.36093,0.0489,46,2,103048,0
1,0,0,27,0,0,0,0.0,38.28563,1.3576,39,2,104063,0
1,0,1,3,0,0,39,0.0,28.71552,0.06958,13,3,102005,0
1,0,1,3,0,0,22,170.37838,17.05396,0.0415,18,1,111065,0
1,0,1,4,0,0,49,0.0,43.45023,0.08337,1,2,101001,0
1,0,1,6,0,0,49,0.0,8.8178,0.08464,10,1,103020,0
1,0,1,8,0,0,45,0.0,4.76446,0.07836,3,4,118063,0
1,0,1,7,0,0,96,0.0,6.60526,0.16009,5,7,107034,0
1,0,1,3,0,0,43,0.0,9.06977,0.07538,1,1,114033,0
1,0,1,7,0,0,0,0.0,29.77537,0.15501,47,5,105100,0
1,0,1,8,0,0,80,115.00407,10.16388,0.13441,10,5,201057,0
1,0,1,4,0,0,42,0.0,48.2241,0.07709,5,1,114085,0
1,0,1,4,0,0,36,0.0,10.63786,0.06315,25,4,209037,0
1,0,1,6,0,0,45,0.0,30.12971,0.07974,1,3,118039,0
1,0,1,6,0,0,49,0.0,28.8661,0.08561,18,5,105075,0
1,0,1,10,0,0,51,0.0,19.78647,0.08819,11,5,106067,0
1,0,1,3,0,0,31,0.0,16.44174,0.05582,1,1,110052,0
1,0,1,13,0,0,20,0.0,90.36104,0.04566,42,1,106018,0
1,0,1,5,0,0,22,0.0,22.01211,0.04189,1,4,105096,0
1,0,1,22,0,0,90,0.0,36.9964,0.15524,4,5,103088,0
1,0,1,5,0,0,45,0.0,51.89557,0.08266,8,4,117070,0
1,0,1,7,0,0,49,0.0,7.78251,0.08467,1,3,207041,0
1,0,1,6,0,0,28,0.0,42.78498,0.0533,1,3,106078,0
1,0,1,4,0,0,25,0.0,34.74875,0.04614,50,4,116067,0
1,0,1,4,0,0,40,0.0,39.56571,0.06662,28,1,101062,0
1,0,1,3,0,0,22,0.0,23.49565,0.04143,21,3,110001,0
1,0,1,6,0,0,39,0.0,8.90907,0.06836,13,4,103058,0
1,0,1,2,0,0,28,0.0,16.76863,0.0512,7,2,120057,0
1,0,1,3,0,0,27,0.0,26.02238,0.04923,33,1,116058,0
1,0,1,6,0,0,62,0.0,20.42283,0.10672,1,3,109050,0
1,0,1,2,0,0,43,0.0,76.07375,0.2328,1,1,201100,0
1,0,1,4,0,0,72,0.0,32.86795,0.16476,5,2,104031,0
1,0,1,5,0,0,42,0.0,16.3627,0.07387,5,3,107039,0
1,0,1,7,0,0,96,0.0,27.31459,0.16268,7,1,102091,0
1,0,1,7,0,0,111,88.49748,21.28466,0.18569,8,2,201030,0
1,0,1,5,0,0,49,0.0,16.12257,0.08425,23,2,105056,0
1,0,0,28,0,0,0,0.0,66.21478,0.0062,2,10,206028,0
1,0,1,4,0,0,80,0.0,35.99994,0.13809,1,4,210076,0
0,0,0,5,0,743,7,157.00282,0.0,0.88566,39,0,202100,0
1,0,1,22,0,0,57,0.0,12.66842,1.82294,15,2,103009,0
1,0,1,6,0,0,30,0.0,25.98366,0.05387,41,2,115030,0
1,0,1,6,0,0,57,0.0,45.27462,1.06177,1,5,111014,0
1,0,1,7,0,0,76,0.0,10.85681,0.12845,1,3,111073,0
1,0,1,7,0,0,85,0.0,28.27574,0.14528,2,4,115022,0
1,0,1,5,0,0,33,0.0,35.67201,0.0609,37,2,203054,0
1,0,1,2,0,0,24,0.0,17.42673,0.04444,1,2,113095,0
1,0,1,7,0,0,96,0.0,20.81514,0.16146,4,1,203100,0
1,0,1,3,0,0,24,0.0,15.72326,0.0448,1,3,119049,0
1,0,1,5,0,0,26,0.0,62.40174,0.05057,1,1,201028,0
1,0,1,6,0,0,33,0.0,44.21052,0.06253,1,5,120034,0
1,0,1,3,0,0,21,0.0,25.44297,0.03912,1,2,113041,0
1,0,1,2,0,0,19,0.0,31.3877,0.03667,38,1,111096,0
1,0,1,5,0,0,60,0.0,7.85018,0.94456,19,1,202016,0
1,0,0,27,0,0,0,0.0,7.49022,0.2355,6,3,203069,0
1,0,1,4,0,0,30,0.0,29.05508,0.055,1,1,105073,0
1,0,0,28,0,0,0,0.0,147.01784,0.00608,8,12,103096,0
1,0,1,8,0,0,90,0.0,12.40295,0.15074,4,8,114029,0
1,0,1,2,0,0,22,0.0,38.958,0.04938,33,1,110005,0
1,0,1,8,0,0,72,0.0,8.44814,0.12096,12,7,306100,0
1,0,1,5,0,0,41,0.0,46.81834,0.07639,17,2,102003,0
1,0,1,2,0,0,21,0.0,60.01551,0.04142,1,2,210033,0
1,0,0,0,0,0,0,0.0,44.17978,1.74522,54,1,104044,0
1,0,1,2,0,0,20,0.0,45.49751,0.03962,21,1,117070,0
1,0,1,5,0,0,42,0.0,32.12723,0.07467,16,4,106001,0
1,0,1,23,0,0,51,0.0,9.0031,0.08743,17,12,110009,0
1,0,1,2,0,0,21,0.0,34.95459,0.4924,12,1,206098,0
1,0,1,2,0,0,21,0.0,52.07033,0.03634,34,1,101005,0
1,0,1,10,0,0,60,0.0,36.75985,0.10496,13,3,103054,0
0,0,0,24,1,0,0,79.55137,0.0,1.74437,0,0,109042,0
1,0,1,5,0,0,68,0.0,18.37261,0.11585,1,1,209029,0
1,0,1,3,0,0,29,0.0,7.37404,0.05146,43,2,109090,0
1,0,1,1,0,0,14,0.0,57.89148,0.03029,25,1,109021,0
1,0,1,3,0,0,34,0.0,42.63155,0.06248,1,3,107014,0
1,0,1,28,0,0,160,0.0,41.7848,0.74155,2,1,204075,0
1,0,1,6,0,0,41,0.0,35.64183,0.07378,11,1,201064,0
1,0,1,3,0,0,36,0.0,34.13962,0.06562,1,1,102009,0
1,0,1,5,0,0,36,0.0,20.64771,0.06489,26,2,102054,0
1,0,1,4,0,0,68,0.0,18.55198,0.11655,1,3,114095,0
1,0,1,2,0,0,19,0.0,15.27284,0.03647,21,2,203061,0
1,0,1,3,0,0,48,0.0,26.90115,1.39509,1,1,110048,0
1,0,1,7,0,0,40,0.0,6.97538,0.06974,17,5,102033,0
0,0,0,10,0,1017,13,146.47911,0.0,1.69136,7,0,118100,0
1,0,1,6,0,0,160,171.92921,7.74417,0.26406,1,4,201078,0
1,0,1,7,0,0,60,0.0,15.41527,0.10306,1,5,111005,0
1,0,1,23,0,0,45,0.0,26.05326,0.07883,22,6,102046,0
0,1,0,6,1,840,0,172.4145,0.0,2.53092,0,0,119017,0
1,0,1,3,0,0,48,0.0,32.50459,0.08402,24,1,111072,0
1,0,1,5,0,0,57,0.0,53.22438,0.10389,1,5,117018,0
1,0,1,6,0,0,38,0.0,43.97964,0.06547,7,1,108073,0
1,0,1,9,0,0,111,0.0,37.50363,0.19165,1,9,112001,0
1,0,1,6,0,0,68,0.0,37.68725,0.11921,1,5,102017,0
1,0,1,4,0,0,18,0.0,36.03887,0.03482,1,4,106070,0
1,0,0,27,0,0,0,0.0,43.4188,0.00605,24,1,108063,0
1,0,1,5,0,0,48,0.0,4.48252,0.08221,23,4,110053,0
1,0,1,5,0,0,80,0.0,12.59825,0.13527,2,3,120091,0
1,0,1,7,0,0,103,0.0,21.81422,0.20198,4,7,103001,0
1,0,1,3,0,0,27,0.0,11.28684,0.04853,1,2,103052,0
1,0,1,4,0,0,60,0.0,20.19648,0.10339,1,3,112005,0
1,0,1,2,0,0,17,0.0,90.35785,0.03315,1,2,101000,0
1,0,1,6,0,0,48,0.0,15.4749,0.08256,20,4,210025,0
1,0,1,2,0,0,18,0.0,44.72338,1.80577,17,1,206098,0
1,0,0,28,0,0,0,0.0,86.61744,1.46146,19,13,103001,0
1,0,1,3,0,0,35,0.0,14.18247,0.0618,1,1,118050,0
1,0,1,10,0,0,111,0.0,34.43038,0.70564,7,7,209063,0
1,0,1,4,0,0,65,0.0,3.70213,0.1097,1,4,206065,0
1,0,1,8,0,0,8,0.0,22.67118,0.01792,13,4,110100,0
1,0,1,4,0,0,33,0.0,8.10095,0.05868,16,3,114001,0
1,0,1,4,0,0,131,0.0,20.8475,0.28342,1,4,201052,0
1,0,1,7,0,0,43,0.0,43.40053,0.07404,1,6,101016,0
1,0,0,25,0,0,0,0.0,158.75762,0.00604,2,7,103096,0
1,0,1,7,0,0,103,0.0,34.81514,0.17678,1,7,103001,0
1,0,1,23,0,0,45,0.0,28.08903,0.07963,9,11,102058,0
1,0,0,8,0,0,0,0.0,27.363,0.02617,0,8,202069,0
1,0,1,8,0,0,65,0.0,15.07767,0.11065,7,3,112005,0
1,0,1,6,0,0,80,0.0,21.85194,0.13607,4,2,118088,0
1,0,1,4,0,0,40,0.0,26.77791,0.07061,22,2,103004,0
1,0,1,6,0,0,53,0.0,24.32857,0.09167,16,1,109097,0
1,0,1,10,0,0,120,0.0,20.09597,0.20035,5,10,110087,0
1,0,1,4,0,0,18,0.0,32.85074,0.03624,1,1,112005,0
1,0,1,7,0,0,60,0.0,29.48981,0.10338,16,1,112016,0
1,0,0,4,0,0,0,0.0,11.95913,0.02164,25,6,301100,0
1,0,1,8,0,0,42,0.0,22.44498,0.07359,22,4,207032,0
1,0,1,4,0,0,53,0.0,13.53133,2.10718,2,3,205009,0
1,0,1,3,0,0,42,0.0,27.65136,0.07384,1,1,206043,0
1,0,1,4,0,0,37,0.0,19.37072,0.06485,32,4,117021,0
1,0,1,7,0,0,76,0.0,20.42124,0.1289,1,6,207087,0
1,0,1,6,0,0,42,0.0,30.59753,0.07418,1,4,205005,0
1,0,1,7,0,0,111,0.0,16.09273,0.18557,3,4,115033,0
1,0,1,2,0,0,18,0.0,30.352,0.03017,48,1,101053,0
1,0,1,5,0,0,57,0.0,29.94475,0.09846,20,5,107051,0
1,0,1,9,0,0,25,0.0,19.52193,0.04568,43,3,111005,0
1,0,1,2,0,0,35,0.0,52.91048,0.06561,12,2,112082,0
1,0,0,27,0,0,0,0.0,3.22047,0.00605,10,3,202063,0
1,0,1,4,0,0,68,0.0,12.3522,0.11008,1,2,101095,0
1,0,1,5,0,0,46,0.0,8.67263,0.08023,1,4,105054,0
1,0,1,4,0,0,48,0.0,21.3118,0.12442,19,3,114089,0
1,0,1,13,0,0,26,0.0,40.09164,0.0437,40,2,101043,0
1,0,1,6,0,0,76,0.0,10.47831,0.12809,7,4,110088,0
1,0,1,6,0,0,96,0.0,21.90529,0.16146,1,6,208006,0
1,0,1,6,0,0,48,0.0,10.61409,0.08326,1,5,118096,0
1,0,1,5,0,0,49,0.0,50.24803,1.38396,12,2,207023,0
1,0,0,27,0,0,0,0.0,35.67953,1.69359,49,2,110098,0
1,0,1,3,0,0,23,0.0,29.13856,0.04272,48,1,111006,0
1,0,1,4,0,0,57,0.0,25.16149,0.0984,14,4,102005,0
1,0,1,5,0,0,49,0.0,38.28437,0.08688,13,1,109018,0
1,0,1,2,0,0,24,0.0,35.07896,0.04463,47,1,110047,0
1,0,1,4,0,0,33,0.0,46.36431,0.06083,31,4,201100,0
1,0,0,28,0,0,0,0.0,70.1596,1.10962,49,2,105023,0
1,0,1,4,0,0,28,0.0,21.52098,0.05134,10,1,107046,0
1,0,1,3,0,0,27,0.0,14.28077,0.04897,25,3,106073,0
1,0,1,4,0,0,24,0.0,51.93561,0.04679,12,3,115007,0
1,0,1,7,0,0,72,0.0,13.05918,0.12137,14,1,107022,0
1,0,1,9,0,0,65,0.0,6.75914,0.10984,14,6,103008,0
1,0,1,3,0,0,18,0.0,18.19314,0.03026,8,2,101073,0
1,0,1,9,0,0,85,0.0,39.33788,0.14714,9,1,205028,0
1,0,1,2,0,0,15,0.0,76.16415,0.03276,54,1,102002,0
1,0,1,4,0,0,27,0.0,65.03113,0.05497,5,1,110024,0
1,0,1,4,0,0,35,0.0,30.90336,0.06289,1,1,202056,0
1,0,1,3,0,0,26,0.0,71.64592,0.05166,47,1,109005,0
1,0,1,4,0,0,48,0.0,17.77454,0.08282,21,4,117009,0
1,0,1,7,0,0,103,0.0,54.00552,0.18248,9,6,119081,0
1,0,1,7,0,0,49,0.0,31.90281,0.08576,1,3,207041,0
1,0,1,6,0,0,68,0.0,7.29077,0.10958,12,2,101045,0
1,0,1,5,0,0,68,0.0,12.68187,0.11526,5,2,104051,0
1,0,1,6,0,0,68,0.0,18.08959,0.11631,1,6,203086,0
1,0,1,4,0,0,31,0.0,44.14851,0.0589,24,2,105034,0
1,0,1,3,0,0,26,0.0,41.92743,0.04938,13,1,111032,0
1,0,0,28,0,0,0,0.0,106.17992,1.35331,49,2,106054,0
1,0,1,3,0,0,38,0.0,32.7904,0.06854,1,3,106090,0
1,0,1,4,0,0,80,0.0,55.98767,0.14388,7,4,107090,0
1,0,1,7,0,0,96,0.0,22.4123,0.15738,3,5,101063,0
1,0,1,6,0,0,25,0.0,62.711,0.04967,5,1,117073,0
1,0,1,4,0,0,45,0.0,26.64123,1.12052,22,1,114100,0
1,0,1,5,0,0,49,0.0,15.0653,0.07906,24,1,101049,0
1,0,1,4,0,0,53,0.0,22.1533,0.43325,22,2,116046,0
1,0,1,5,0,0,76,0.0,22.21737,0.1299,1,2,107034,0
1,0,1,3,0,0,29,0.0,48.00646,0.05488,11,1,109047,0
1,0,1,7,0,0,53,0.0,38.20781,0.09339,1,7,205096,0
1,0,1,3,0,0,55,0.0,43.121,0.09824,1,3,110020,0
1,0,1,6,0,0,60,0.0,6.62928,0.10231,1,4,113096,0
1,0,1,8,0,0,80,0.0,26.15997,0.13671,4,4,115009,0
1,0,1,4,0,0,32,0.0,44.61178,0.06122,1,1,120060,0
1,0,1,6,0,0,96,0.0,24.15646,0.1627,3,1,114013,0
1,0,1,5,0,0,24,0.0,32.9796,0.04573,1,5,113049,0
1,0,1,5,0,0,51,0.0,25.74619,0.08854,16,1,203065,0
0,0,0,0,0,359,6,149.91846,0.0,0.35551,4,0,201100,0
1,0,1,5,0,0,43,0.0,25.43351,0.07592,1,5,209032,0
1,0,1,6,0,0,41,0.0,32.98558,0.07368,2,6,108028,0
1,0,1,3,0,0,21,0.0,58.44033,0.04202,1,2,108048,0
1,0,1,5,0,0,49,0.0,21.38593,0.08064,1,3,101089,0
1,0,1,4,0,0,96,0.0,30.69453,0.16386,1,3,208029,0
1,0,1,6,0,0,49,0.0,30.58682,0.08774,1,4,102003,0
1,0,1,2,0,0,18,0.0,59.34288,0.03622,71,2,118095,0
1,0,1,5,0,0,120,0.0,26.55649,0.20264,1,3,104094,0
1,0,1,5,0,0,72,0.0,48.89177,0.12764,9,1,116043,0
1,0,1,6,0,0,90,0.0,5.8134,0.15042,5,2,107032,0
1,0,1,6,0,0,30,0.0,11.02707,0.05348,32,1,118045,0
1,0,1,4,0,0,17,0.0,17.20016,0.03348,19,2,110001,0
1,0,1,2,0,0,20,0.0,49.30244,1.99623,5,2,117048,0
1,0,1,5,0,0,80,0.0,3.70213,0.13457,3,5,104065,0
1,0,1,8,0,0,76,0.0,4.73544,0.12777,1,7,111003,0
1,0,1,3,0,0,32,0.0,35.39187,0.05857,22,2,108027,0
1,0,1,5,0,0,41,0.0,26.37617,0.07222,19,5,107100,0
1,0,1,7,0,0,85,0.0,25.57266,0.13887,12,1,101005,0
1,0,1,2,0,0,22,0.0,29.76729,0.04109,54,1,110022,0
0,1,0,4,1,786,0,87.59683,0.0,1.5827,0,0,110067,0
1,0,1,5,0,0,68,0.0,22.48016,0.1163,1,4,115044,0
1,0,1,4,0,0,45,0.0,23.56249,0.07851,21,2,109042,0
1,0,1,1,0,0,15,0.0,36.684,0.0298,87,1,204028,0
1,0,1,2,0,0,18,0.0,53.862,0.03578,1,1,103005,0
1,0,1,2,0,0,19,0.0,73.69095,0.04035,11,1,205001,0
1,0,1,12,0,0,160,0.0,19.54691,0.26633,1,2,112053,0
1,0,1,4,0,0,45,0.0,53.93818,0.08226,24,2,116044,0
1,0,1,7,0,0,111,0.0,16.16401,0.18547,5,5,108084,0
1,0,1,5,0,0,26,0.0,91.7798,0.05858,2,2,104000,0
0,0,0,0,0,214,13,144.22579,0.0,0.40575,1,0,302100,0
1,0,1,6,0,0,65,0.0,11.9725,0.11051,7,1,209055,0
0,0,0,6,0,897,13,171.43554,0.0,1.6942,2,0,115100,0
1,0,1,10,0,0,181,0.0,2.39086,0.29774,2,10,105093,0
0,1,0,3,1,1020,0,104.29626,0.0,2.14526,0,0,110044,0
1,0,1,3,0,0,20,0.0,25.33823,0.03797,1,1,116093,0
1,0,1,4,0,0,27,0.0,29.09789,0.05019,1,2,208028,0
1,0,1,4,0,0,23,0.0,83.32382,0.05012,12,3,201044,0
1,0,1,3,0,0,27,0.0,13.85194,0.04867,38,1,107073,0
1,0,1,3,0,0,39,0.0,35.68475,0.06955,27,3,102005,0
1,0,1,12,0,0,144,103.08993,12.38796,0.2381,3,11,114038,0
1,0,1,9,0,0,46,0.0,9.82852,0.07501,20,1,117069,0
1,0,1,2,0,0,20,0.0,24.99686,0.03789,44,2,206082,0
1,0,1,7,0,0,51,0.0,27.77673,0.08851,21,3,103001,0
1,0,1,1,0,0,13,0.0,85.96866,0.03037,42,1,108052,0
1,0,1,4,0,0,14,0.0,55.67262,0.03141,6,3,102041,0
0,0,0,2,0,576,11,112.30237,0.0,0.90907,3,0,201100,0
1,0,1,6,0,0,34,0.0,38.88879,0.06344,19,3,114073,0
1,0,1,7,0,0,80,76.04676,28.57046,0.13608,13,5,111003,0
1,0,1,5,0,0,85,0.0,5.28934,0.14268,2,5,109039,0
1,0,1,4,0,0,33,0.0,16.41298,0.0582,1,2,210089,0
1,0,1,11,0,0,103,0.0,22.48016,0.17368,1,9,107044,0
1,0,1,7,0,0,28,0.0,4.31338,0.05099,1,2,120078,0
1,0,1,5,0,0,80,0.0,34.64799,0.21319,6,1,107065,0
1,0,1,4,0,0,48,0.0,18.09306,0.08284,20,2,208069,0
1,0,1,2,0,0,18,0.0,53.21975,0.03586,64,1,107030,0
1,0,0,28,0,0,0,0.0,69.18803,0.80431,62,3,103073,0
1,0,1,5,0,0,34,0.0,31.09057,0.05673,8,3,101033,0
1,0,1,6,0,0,30,0.0,42.28569,0.05515,40,4,115005,0
1,0,1,4,0,0,22,0.0,13.29353,0.04048,1,4,110096,0
1,0,1,6,0,0,49,0.0,13.42679,0.08419,20,6,208049,0
1,0,1,3,0,0,18,0.0,36.05193,0.03513,51,3,118098,0
1,0,1,7,0,0,85,0.0,11.90204,0.35718,12,7,112068,0
1,0,1,7,0,0,65,0.0,17.25165,0.11149,2,6,114092,0
1,0,1,4,0,0,49,0.0,6.60138,0.08391,19,2,209043,0
1,0,1,4,0,0,34,0.0,35.36116,0.0613,27,2,106073,0
1,0,1,5,0,0,85,0.0,12.01091,0.14227,12,5,109070,0
1,0,1,6,0,0,41,0.0,28.42049,0.06912,1,6,105014,0
1,0,1,6,0,0,65,0.0,32.96152,0.11331,2,4,118058,0
1,0,1,4,0,0,27,0.0,44.79156,0.05088,1,2,202088,0
1,0,1,4,0,0,53,90.38875,22.71574,0.09175,11,2,201054,0
1,0,1,7,0,0,72,0.0,31.83916,0.12444,5,7,208058,0
1,0,1,3,0,0,20,0.0,67.21125,0.04026,53,3,107033,0
1,0,1,5,0,0,27,0.0,37.92129,0.051,1,3,108050,0
1,0,1,19,0,0,53,0.0,66.44136,1.49492,3,9,104054,0
1,0,1,9,0,0,15,0.0,55.11124,0.02719,3,3,101096,0
1,0,1,2,0,0,23,0.0,83.03969,0.04825,36,2,106069,0
1,0,1,4,0,0,18,0.0,54.34393,0.03618,56,1,106085,0
1,0,1,3,0,0,17,0.0,52.83905,0.03647,3,3,104045,0
1,0,1,4,0,0,53,0.0,55.04981,0.09696,9,4,107023,0
1,0,1,5,0,0,37,0.0,14.65993,0.06526,13,2,102049,0
1,0,1,4,0,0,31,0.0,54.53011,0.05854,28,1,103048,0
1,0,1,4,0,0,32,0.0,11.28816,0.0567,31,3,108100,0
1,0,1,3,0,0,37,0.0,28.42546,0.06564,1,3,104001,0
1,0,1,7,0,0,37,0.0,28.39068,0.06742,21,4,119046,0
1,0,1,4,0,0,19,0.0,52.58809,0.03793,19,1,108003,0
1,0,1,6,0,0,68,0.0,40.81779,0.11914,9,6,209064,0
1,0,1,4,0,0,25,0.0,23.29021,0.0455,1,3,103091,0
1,0,1,3,0,0,20,0.0,69.34069,0.03752,1,2,101003,0
1,0,1,9,0,0,60,0.0,10.55238,0.10227,1,9,119020,0
1,0,1,9,0,0,68,0.0,24.3441,0.11596,15,9,107029,0
1,0,1,3,0,0,34,0.0,19.74436,0.06063,1,2,104000,0
1,0,1,10,0,0,36,0.0,52.21447,0.40455,30,9,110024,0
1,0,1,3,0,0,43,0.0,40.09164,0.07681,1,1,205043,0
1,0,1,3,0,0,23,0.0,30.84201,0.04263,55,1,113048,0
1,0,1,5,0,0,131,0.0,9.26026,0.2203,5,1,116001,0
1,0,1,7,0,0,76,0.0,20.03766,0.12858,10,1,208078,0
1,0,0,4,0,0,0,0.0,15.15728,0.14536,10,1,107100,0
1,0,1,7,0,0,90,0.0,14.15513,0.15043,9,7,118065,0
1,0,1,5,0,0,55,0.0,42.72265,0.0985,1,1,202078,0
1,0,1,4,0,0,55,0.0,40.48188,0.09697,18,4,103035,0
1,0,1,6,0,0,60,0.0,66.94707,0.1085,8,4,111052,0
1,0,1,4,0,0,41,0.0,45.44609,0.07508,9,2,103086,0
1,0,1,4,0,0,38,0.0,43.09903,0.06985,6,2,110005,0
1,0,1,6,0,0,53,0.0,54.28842,0.09633,17,6,119100,0
1,0,1,7,0,0,30,0.0,40.36987,0.05733,1,2,115020,0
1,0,1,3,0,0,38,0.0,70.87652,0.07566,13,3,110003,0
1,0,1,5,0,0,46,0.0,33.47634,0.07586,25,5,101045,0
1,0,1,4,0,0,49,0.0,10.17532,0.08492,3,3,110011,0
1,0,1,5,0,0,26,0.0,75.26829,0.05389,39,2,104000,0
1,0,1,27,0,0,22,0.0,53.16946,0.03835,42,1,101064,0
1,0,1,4,0,0,60,0.0,26.71898,0.10467,1,2,105005,0
1,0,1,24,0,0,31,0.0,49.2087,0.05797,34,13,102016,0
1,0,1,23,0,0,27,0.0,35.08234,0.05052,18,6,105063,0
1,0,1,6,0,0,68,0.0,18.35242,0.11081,9,2,101045,0
1,0,1,6,0,0,90,0.0,19.42763,0.15187,3,6,114100,0
1,0,0,28,0,0,0,0.0,42.96748,1.1835,30,1,106001,0
1,0,1,6,0,0,42,0.0,23.63438,0.07386,1,4,115041,0
1,0,0,27,0,0,0,0.0,37.04986,1.97446,22,2,107065,0
1,0,1,6,0,0,160,0.0,26.59019,0.26769,2,4,119097,0
1,0,1,3,0,0,23,0.0,24.37515,0.04249,1,2,116079,0
1,0,1,8,0,0,46,0.0,8.31052,0.0797,9,2,108063,0
1,0,1,3,0,0,25,0.0,32.30098,1.62137,46,1,109027,0
1,0,1,3,0,0,21,0.0,26.18104,0.0395,1,2,108048,0
1,0,1,7,0,0,60,0.0,28.59206,0.10383,1,4,110037,0
1,0,1,3,0,0,25,0.0,51.72798,0.04313,1,1,101014,0
1,0,1,4,0,0,62,0.0,31.13469,0.10778,1,4,208033,0
1,0,1,4,0,0,96,0.0,28.49631,0.24992,10,1,116067,0
1,0,1,3,0,0,32,0.0,57.07536,0.06114,13,1,114028,0
1,0,1,7,0,0,160,0.0,28.13534,0.26814,1,1,207080,0
1,0,1,7,0,0,55,0.0,44.95089,0.09824,6,5,114079,0
1,0,1,3,0,0,42,0.0,32.12456,0.07428,19,2,202029,0
1,0,1,2,0,0,43,0.0,86.98618,0.08686,21,1,115098,0
1,0,1,4,0,0,49,0.0,23.25138,0.08528,1,2,110086,0
1,0,1,9,0,0,111,0.0,12.03622,0.18547,1,1,116041,0
1,0,1,4,0,0,30,0.0,38.45922,0.05563,14,3,204001,0
1,0,1,6,0,0,20,0.0,23.6252,0.03752,1,4,119001,0
1,0,1,2,0,0,41,0.0,18.41395,0.07165,23,2,112027,0
1,0,1,7,0,0,48,0.0,12.74905,0.07898,9,3,115071,0
1,0,1,7,0,0,60,111.41262,21.23521,0.10248,17,1,117038,0
1,0,1,4,0,0,17,0.0,22.38602,0.03333,1,2,116079,0
1,0,1,28,0,0,30,0.0,18.94737,0.04953,22,14,101051,0
1,0,1,7,0,0,62,0.0,18.8355,0.10549,1,4,205032,0
1,0,1,7,0,0,62,0.0,38.82701,0.10845,10,3,118048,0
1,0,1,4,0,0,40,0.0,63.4071,0.0765,1,3,208086,0
1,0,1,28,0,0,35,0.0,20.49505,0.06225,24,1,102018,0
1,0,1,4,0,0,33,0.0,10.68499,0.05919,7,1,114005,0
1,0,1,6,0,0,38,0.0,42.22102,0.07061,1,6,119098,0
0,0,0,4,1,0,0,145.59593,0.0,0.13274,0,0,501100,0
1,0,1,4,0,0,60,0.0,4.6431,0.10136,19,4,117052,0
1,0,1,3,0,0,25,0.0,36.09421,0.04741,5,2,115056,0
1,0,1,4,0,0,27,0.0,13.09327,0.04838,1,2,202088,0
0,0,0,0,0,364,13,83.52531,0.0,0.63574,0,0,502100,0
1,0,1,3,0,0,16,0.0,47.51039,0.03443,3,2,114001,0
1,0,1,4,0,0,33,0.0,23.4743,0.06063,11,3,207065,0
1,0,1,6,0,0,72,0.0,11.70247,0.12147,1,4,109078,0
1,0,1,9,0,0,65,0.0,32.67692,0.11422,1,8,110002,0
1,0,1,6,0,0,65,0.0,29.54516,0.11228,7,4,118058,0
1,0,0,28,0,0,0,0.0,17.71152,1.72895,3,4,207044,0
1,0,1,4,0,0,41,0.0,13.91289,0.07244,1,2,111003,0
1,0,1,3,0,0,23,0.0,34.00465,0.0432,37,1,118020,0
1,0,1,2,0,0,14,0.0,90.20346,0.03276,1,1,105047,0
1,0,1,3,0,0,20,0.0,58.45132,0.04015,44,1,115007,0
1,0,1,10,0,0,111,0.0,17.96038,0.18617,1,4,201077,0
1,0,1,4,0,0,25,0.0,69.01322,0.05128,38,3,104018,0
1,0,1,1,0,0,13,0.0,24.06805,0.0273,21,1,109071,0
1,0,1,2,0,0,49,0.0,38.71765,0.08645,22,2,103063,0
1,0,1,3,0,0,41,0.0,33.11148,0.07258,26,2,114088,0
1,0,1,7,0,0,55,0.0,29.99113,0.09603,8,5,109071,0
1,0,1,8,0,0,120,0.0,7.38281,0.19901,2,2,102022,0
1,0,1,7,0,0,103,0.0,15.27765,0.16674,1,4,101005,0
1,0,1,6,0,0,62,0.0,19.26019,0.10572,13,3,107048,0
1,0,1,3,0,0,60,0.0,28.81689,0.1036,13,3,104067,0
1,0,1,5,0,0,68,0.0,18.81362,0.11612,6,2,114068,0
0,0,0,0,0,1244,13,104.11814,0.0,2.49484,0,0,201100,0
0,0,0,14,0,1136,13,146.47911,0.0,1.84959,17,0,105100,0
1,0,1,9,0,0,103,0.0,32.0838,0.17496,5,1,204100,0
1,0,1,7,0,0,60,0.0,5.96867,0.1024,5,4,103073,0
1,0,1,6,0,0,38,0.0,27.75769,0.06411,2,3,115063,0
1,0,1,4,0,0,15,0.0,35.88446,0.03012,1,3,115071,0
1,0,1,7,0,0,120,0.0,17.12297,0.20029,3,4,119017,0
1,0,0,28,0,0,0,0.0,43.76518,0.00612,4,6,103044,0
1,0,1,17,0,0,241,0.0,5.67286,0.39391,1,9,305100,0
